index,start_time,end_time,original_telugu,transliteration
1613,"01:03:24,882","01:03:25,302",కోమల్ని,komalni
1614,"01:03:26,521","01:03:27,342",వాడి కళ్ళు పులి కళ్ళా,vaadi kallu puli kallaa
1615,"01:03:27,902","01:03:31,192",కాదు sir వాడి కళ్ళే వాడి కళ్ళు పులి కళ్ళు కాదు వాడి కళ్ళే రాసుకో,kaadhu sir vaadi kalle vaadi kallu puli kallu kaadhu vaadi kalle raasuko
1616,"01:03:31,382","01:03:31,782",హ్మ్,hma్
1617,"01:03:33,181","01:03:36,581",వాడి ఊహా చిత్రం ఏమైనా ఉందా ఊహా చిత్రం ఎందుకండీ వాడి photo నే ఉంది,vaadi oohaa chithram yemainaa undhaa oohaa chithram yendhukandee vaadi photo ne undhi
1618,"01:03:37,402","01:03:39,592",హ్మ్ పులి కళ్ళతో ఉన్న ఊహా చిత్రాన్ని వేయండి,hma్ puli kallatho unna oohaa chithraanni veyandi
1619,"01:03:42,762","01:03:45,771",హైదరాబాద్ లో ఉన్న మొత్తం phones లో tap చేయండి వాడి phone number,haidharaabaadh lo unna moththam phones lo tap cheyandi vaadi phone number
1620,"01:03:45,822","01:03:46,862",ఏ ఉంది sir మా దగ్గర,ye undhi sir maa dhaggara
1621,"01:03:48,461","01:03:50,641",నేను police training లో కొన్ని questions అడగడం నేర్చుకున్నా,nenu police training lo konni questions adagadam nerchukunnaa
1622,"01:03:51,461","01:03:53,052",నాకు criminals ని పట్టుకోవడం కంటే,naaku criminals ni pattukovadam kante
1623,"01:03:53,581","01:03:54,431",ఆ questions వేయడంలోనే,aa questions veyadamlone
1624,"01:03:54,661","01:03:55,751",చాలా excitement అనిపించేది,chaalaa excitement anipinchedhi
1625,"01:03:58,932","01:03:59,791",ఆధారాలన్నీ సేకరించిన,aadhaaraalannee sekarinchina
1626,"01:03:59,842","01:04:01,951",తర్వాత కూడా ఒక clue కూడా ఇవ్వకుండా వెళ్లిపోయాడంటే,tharvaatha koodaa oka clue koodaa ivvakundaa vellipoyaadante
1627,"01:04:02,282","01:04:02,991",వాడివి కచ్చితంగా,vaadivi kachhithangaa
1628,"01:04:03,242","01:04:03,690",పులి కళ్ళే,puli kalle
1629,"01:04:04,402","01:04:06,471",అయినా వాణ్ని నేను collar పట్టుకుని లోపల పడేయాలి,ayinaa vaanni nenu collar pattukuni lopala padeyaali
1630,"01:04:08,621","01:04:11,471",రేపు పొద్దున పది గంటలకే వాణ్ని collar పట్టుకుని లోపల పడేస్తా ఆ,repu podhdhuna padhi gantalake vaanni collar pattukuni lopala padesthaa aa
1631,"01:04:11,521","01:04:12,922",మేము nine thirty కే station లో ఉంటాం,memu nine thirty ke station lo untaam
1632,"01:04:13,481","01:04:14,621",Station address WhatsApp చేయండి,Station address WhatsApp cheyandi
1633,"01:04:15,501","01:04:18,371",Sir మీ station address మీకు WhatsApp చేయడం ఏంటి sir సరే నేనే కనుక్కుంటా,Sir mee station address meeku WhatsApp cheyadam yenti sir sare nene kanukkuntaa
1634,"01:04:18,641","01:04:18,991",bye,bye
1635,"01:04:19,161","01:04:19,511",కనుక్కుంటారా,kanukkuntaaraa
1636,"01:04:23,311","01:04:24,051",నిజాయితీగా బతకండ్రా,nijaayitheegaa bathakandraa
1637,"01:04:24,101","01:04:25,371",అంటే దొంగతనం చేస్తావా,ante dhongathanam chesthaavaa
1638,"01:04:25,521","01:04:26,561",దొంగతనం చేస్తే ఏం వస్తదిరా,dhongathanam chesthe yem vasthadhiraa
1639,"01:04:27,831","01:04:28,251",ఏ ఏం,ye yem
1640,"01:04:28,302","01:04:31,601",చేస్తే వస్తది sir ఏం చేస్తే ఏం చేస్తే కోమల పరిస్థితి ఇంతకన్నా,chesthe vasthadhi sir yem chesthe yem chesthe komala paristhithi inthakannaa
1641,"01:04:31,762","01:04:32,711",దారుణంగా ఉంటుంది దొంగతనం,dhaarunangaa untundhi dhongathanam
1642,"01:04:32,902","01:04:33,782",దొంగతనం చేస్తే ఏం వస్తదిరా,dhongathanam chesthe yem vasthadhiraa
1643,"01:04:34,661","01:04:37,391",Sir నేను ఎప్పుడూ police station గడప తొక్కలేదు sir నేను కూడా తొక్కలేదు,Sir nenu yeppudoo police station gadapa thokkaledhu sir nenu koodaa thokkaledhu
1644,"01:04:37,442","01:04:38,161",కదు Sir,kadhu Sir
1645,"01:04:40,461","01:04:41,331",నాలాంటి నిజాయితీ,naalaanti nijaayithee
1646,"01:04:41,481","01:04:42,981",police officer మీకు తగిలి ఉండరురా నీకు,police officer meeku thagili undaruraa neeku
1647,"01:04:46,601","01:04:49,011",ఏంటి sir వీణ్ణి లోపల వేయమంటే వాణ్ణి లోపల వేశారు,yenti sir veenni lopala veyamante vaanni lopala veshaaru
1648,"01:04:54,362","01:04:55,092",అమ్మా ఏంట్రా,ammaa yentraa
1649,"01:04:55,362","01:04:58,672",ఏదో bomb blast అంటున్నారు blast చేసింది GK అంట కదా ఏ GK గీకే,yedho bomb blast antunnaaru blast chesindhi GK anta kadhaa ye GK geeke
1650,"01:04:58,961","01:05:00,702",నేను చూసుకుంటా కదా వాడు ఉత్తీకే వాడు,nenu choosukuntaa kadhaa vaadu uththeeke vaadu
1651,"01:05:01,141","01:05:02,431",మరి police లో cases అంటున్నారు,mari police lo cases antunnaaru
1652,"01:05:02,882","01:05:04,152",ఆ police వాళ్ళు ఏముందమ్మా,aa police vaallu yemundhammaa
1653,"01:05:04,722","01:05:07,112",వెయ్యి ఇస్తే వస్తారు వంద ఇస్తే పోతారు police వాళ్ళు police వాళ్ళు,veyyi isthe vasthaaru vandha isthe pothaaru police vaallu police vaallu
1654,"01:05:07,791","01:05:08,511",జాగ్రత్త అమ్మా,jaagraththa ammaa
1655,"01:05:08,561","01:05:09,382",నీకు మళ్ళీ call చేస్తా,neeku mallee call chesthaa
1656,"01:05:09,942","01:05:13,411",sir sorry sir నా నా నా ఉద్దేశం అది కాదు sir లేదు లేదు ఏమన్నావేమన్నా,sir sorry sir naa naa naa udhdhesham adhi kaadhu sir ledhu ledhu yemannaavemannaa
1657,"01:05:14,181","01:05:14,581",ఎలా ఎలా,yelaa yelaa
1658,"01:05:15,041","01:05:15,862",వెయ్యి ఇస్తే వస్తారు,veyyi isthe vasthaaru
1659,"01:05:16,681","01:05:17,521",వంద ఇస్తే పోతారు,vandha isthe pothaaru
1660,"01:05:18,481","01:05:19,141",పదకొండు వందలు ఇస్తే,padhakondu vandhalu isthe
1661,"01:05:19,981","01:05:22,951",వచ్చి పోతారా అయ్యో నా ఉద్దేశం అసలు అది కాదు sir sorry,vachhi pothaaraa ayyo naa udhdhesham asalu adhi kaadhu sir sorry
1662,"01:05:23,121","01:05:24,351",sir sir తప్పైపోయింది sir,sir sir thappaipoyindhi sir
1663,"01:05:24,902","01:05:27,731",నా ఉద్దేశమే అది కాదు sir మీరు ఏం చెప్తే అది చేస్తా sir మీరు మీరు,naa udhdheshame adhi kaadhu sir meeru yem chepthe adhi chesthaa sir meeru meeru
1664,"01:05:27,782","01:05:29,280",ఏం చెప్తే అది చేస్తా sir ఏం చెప్పినా చేస్తావ్ కదా ఏం చెప్తే అది,yem chepthe adhi chesthaa sir yem cheppinaa chesthaav kadhaa yem chepthe adhi
1665,"01:05:29,331","01:05:29,722",చేస్తా sir,chesthaa sir
1666,"01:05:30,242","01:05:33,222",సరే నీ లెక్క ప్రకారం వచ్చినా కదరా ఒక వెయ్యి ఇవ్వరా Sir అది కాదు,sare nee lekka prakaaram vachhinaa kadharaa oka veyyi ivvaraa Sir adhi kaadhu
1667,"01:05:33,302","01:05:33,521",sir,sir
1668,"01:05:34,061","01:05:34,951",వెళ్ళిపోతా వా వంద ఇస్తావా,vellipothaa vaa vandha isthaavaa
1669,"01:05:35,702","01:05:35,942",Sir,Sir
1670,"01:05:37,302","01:05:40,382",లేదు ఇలా వెళ్లి ఇలా వస్తా ఐదు వందలు అయ్యో అయ్యో నా ఉద్దేశం అది,ledhu ilaa velli ilaa vasthaa aidhu vandhalu ayyo ayyo naa udhdhesham adhi
1671,"01:05:40,461","01:05:41,031",కాదు ఇక్కడే నిల్చుంటానురా,kaadhu ikkade nilchuntaanuraa
1672,"01:05:41,702","01:05:42,081",ఎంతిస్తావ్,yenthisthaav
1673,"01:05:43,072","01:05:43,621",అయ్యో sir,ayyo sir
1674,"01:05:43,862","01:05:44,081",sir,sir
1675,"01:05:44,581","01:05:47,231",తప్పైపోయింది sir నా ఉద్దేశం అది కాదు sir ఏయ్ నీకు honest police,thappaipoyindhi sir naa udhdhesham adhi kaadhu sir yey neeku honest police
1676,"01:05:47,282","01:05:48,072",officer ఎవరు తగలలేదురా,officer yevaru thagalaledhuraa
1677,"01:05:48,302","01:05:49,291",ఎక్కడున్నారు sir ఆయన,yekkadunnaaru sir aayana
1678,"01:05:50,862","01:05:51,371",ఆ collar ఎక్కడ్రా,aa collar yekkadraa
1679,"01:05:52,021","01:05:52,692",Sir కుట్టించుకుంటా,Sir kuttinchukuntaa
1680,"01:05:52,842","01:05:53,271",sir collar,sir collar
1681,"01:05:53,762","01:05:54,961",First tailor దగ్గరికి వెళ్తాం,First tailor dhaggariki velthaam
1682,"01:05:55,622","01:05:56,351",honest police,honest police
1683,"01:05:56,402","01:05:58,931",officer అంటే ఏంటో చూపిస్తా Sir dialogue ఏంటి sir అది,officer ante yento choopisthaa Sir dialogue yenti sir adhi
1684,"01:06:00,952","01:06:01,611",ఎందుకు చెప్పండి,yendhuku cheppandi
1685,"01:06:01,661","01:06:02,132",sir ఒకసారి,sir okasaari
1686,"01:06:02,621","01:06:05,282",honest police officer ఎలా ఉంటాడో చూపిస్తా అబ్బా ఏం చెప్పారు sir,honest police officer yelaa untaado choopisthaa abbaa yem cheppaaru sir
1687,"01:06:05,601","01:06:06,491",ఇప్పుడు దీన్నే ఆశ్చర్యపడుతూ,ippudu dheenne aashcharyapaduthoo
1688,"01:06:06,782","01:06:07,132",చెప్పండి,cheppandi
1689,"01:06:07,302","01:06:07,652",honest,honest
1690,"01:06:07,862","01:06:09,072",police officer ఎలా ఉంటాడో చూపిస్తా,police officer yelaa untaado choopisthaa
1691,"01:06:09,422","01:06:09,942",ఇప్పుడు నవ్వుతూ,ippudu navvuthoo
1692,"01:06:10,692","01:06:11,251",honest police,honest police
1693,"01:06:11,302","01:06:12,491",officer ఎలా ఉంటాడో చూపిస్తా ఇప్పుడు శృంగారం,officer yelaa untaado choopisthaa ippudu shrungaaram
1694,"01:06:12,722","01:06:15,541",honest police officer ఎలా ఉంటాడో చూపిస్తా ఇదే ఇదే sir badding,honest police officer yelaa untaado choopisthaa idhe idhe sir badding
1695,"01:06:15,601","01:06:18,161",artist కి తెలుగు industry లో miss అయ్యేది ఇదే మీరు మీకు పెద్ద,artist ki thelugu industry lo miss ayyedhi idhe meeru meeku pedhdha
1696,"01:06:18,262","01:06:20,371",character రాస్తా అసలు మీరు మీరు నా సినిమాల్లో acting చేయాలి sir,character raasthaa asalu meeru meeru naa sinimaallo acting cheyaali sir
1697,"01:06:20,422","01:06:21,802",మీరు character ఆ అవును ఎప్పుడు shooting,meeru character aa avunu yeppudu shooting
1698,"01:06:23,942","01:06:24,521",అర్థమైంది sir,arthamaindhi sir
1699,"01:06:25,161","01:06:28,302",మీకు లంచం కావాలంటే ఆ లంచం ఏదో నేనే ఇచ్చేటోడిని కదా ఏయ్,meeku lancham kaavaalante aa lancham yedho nene ichhetodini kadhaa yey
1700,"01:06:29,422","01:06:33,322",ఈ ఒంటి మీద ఈ uniform ఎలా వచ్చిందో తెలుసా లంచం ఇచ్చా sir ఆ Sir,ee onti meedha ee uniform yelaa vachhindho thelusaa lancham ichhaa sir aa Sir
1701,"01:06:33,802","01:06:35,031",వీడు నన్ను car లో కూర్చోబెట్టి,veedu nannu car lo koorchobetti
1702,"01:06:35,322","01:06:36,711",పదే పదే దిగొద్దని చెప్పి,padhe padhe dhigodhdhani cheppi
1703,"01:06:36,922","01:06:39,652",నా మీద హత్యా యత్నం చేశాడు sir వాడే నిన్ను car లో కూర్చోమన్నాడా,naa meedha hathyaa yathnam cheshaadu sir vaade ninnu car lo koorchomannaadaa
1704,"01:06:39,842","01:06:41,242",అవును sir వాడి కళ్ళు పులి కళ్ళా,avunu sir vaadi kallu puli kallaa
1705,"01:06:43,161","01:06:45,172",police training లో ఈ ఒక్క question నే నేర్చుకున్నారా,police training lo ee okka question ne nerchukunnaaraa
